CLASSE,ESPECIFICACAO,ESPECIFICACOES_CORRELATAS
31,Camada de palha em plantações,"Cl.7: Lâminas para corta-palha | Cl.20: Colchões de palha | Cl.20: Palha entrançada, exceto esteiras | Cl.20: Tranças de palha | Cl.20: Fitas de palha | Cl.20: Tapetes de dormir de bambu ou palha | Cl.22: Palha de madeira | Cl.22: Palha para estofamento | Cl.22: Invólucros de palha para garrafas | Cl.22: Invólucros de palha para garrafas"
31,Resíduos de destilaria para consumo animal,Cl.22: Resíduos de seda
31,Resíduo de cevada,Cl.30: Farinha de cevada | Cl.30: Cevada descascada | Cl.30: Cevada moída | Cl.32: Vinho de cevada [cerveja]
31,Animais de criação,Cl.20: Animais empalhados | Cl.20: Garras de animais | Cl.40: Abate de animais | Cl.41: Adestramento de animais | Cl.44: Criação de animais
31,Preparações para engorda de animais,Cl.20: Animais empalhados | Cl.20: Garras de animais | Cl.40: Abate de animais | Cl.41: Adestramento de animais | Cl.44: Criação de animais
31,Preparações para engorda de animais de criação,Cl.20: Animais empalhados | Cl.20: Garras de animais | Cl.40: Abate de animais | Cl.41: Adestramento de animais | Cl.44: Criação de animais
31,Farinha de arroz para forragem,Cl.7: Prensas para forragem | Cl.7: Máquinas para moagem de farinha | Cl.16: Papel de arroz* | Cl.20: Manjedouras para forragem | Cl.29: Leite de arroz | Cl.30: Farinha de feijão | Cl.30: Farinha de milho | Cl.30: Farinha de soja | Cl.30: Arroz* | Cl.30: Tortas de arroz | Cl.30: Farinha de canjica | Cl.30: Massa de farinha | Cl.30: Arroz-doce | Cl.30: Arroz cozido enrolado em folha de alga marinha | Cl.30: Arroz instantâneo | Cl.30: Biscoitos de arroz | Cl.30: Farinha de fava | Cl.33: Aguardente de arroz | Cl.33: Vinho de arroz | Cl.40: Moagem de farinha
31,Flores naturais,"Cl.2: Resinas naturais em bruto | Cl.21: Aspersores para regar flores e plantas | Cl.26: Flores artificiais | Cl.26: Coroas de flores artificiais | Cl.29: Invólucros naturais ou artificiais para fazer salsichas | Cl.29: Flores comestíveis, secas | Cl.30: Adoçantes naturais | Cl.39: Entrega de flores | Cl.42: Pesquisas científicas e tecnológicas no campo de desastres naturais | Cl.44: Serviços de arranjo de flores"
31,Flores secas para decoração,"Cl.9: Roupas secas para mergulho [dry suit] | Cl.11: Lampiões para decoração [lanternas chinesas] | Cl.20: Móbiles [decoração] | Cl.21: Vidro em pó para decoração | Cl.21: Aspersores para regar flores e plantas | Cl.26: Flores artificiais | Cl.29: Uvas secas [passas] | Cl.29: Flores comestíveis, secas | Cl.32: Bebidas de frutas secas não alcoólicas | Cl.35: Decoração de vitrines | Cl.39: Entrega de flores | Cl.42: Decoração de interiores | Cl.43: Decoração de alimentos | Cl.43: Decoração de bolos | Cl.44: Serviços de arranjo de flores"
31,Pólen [matéria-prima],"Cl.1: Albumina [animal ou vegetal, matéria-prima] | Cl.1: Proteína [matéria-prima] | Cl.1: Lecitina [matéria-prima] | Cl.1: Lactose [matéria-prima] | Cl.4: Cera [matéria-prima]"
31,Feno,Cl.7: Enfardadeiras para feno | Cl.7: Máquinas para remexer feno
31,Forragens fortificantes para animais,"Cl.2: Tintas para marcar animais | Cl.3: Cosméticos para animais | Cl.3: Xampus para animais [preparações higiênicas não medicinais] | Cl.5: Coleiras antiparasitas para animais | Cl.5: Desodorantes, exceto para seres humanos e animais | Cl.5: Produtos para lavar animais [inseticidas] | Cl.5: Suplementos alimentares para animais | Cl.5: Suplementos de proteína para animais | Cl.5: Fraldas para animais de estimação | Cl.5: Xampus inseticidas para animais | Cl.5: Xampus medicinais para animais de estimação | Cl.6: Armadilhas para animais selvagens * | Cl.6: Sinos para animais | Cl.6: Jaulas de metal para animais selvagens | Cl.7: Máquinas tosquiadoras para animais | Cl.7: Sistema mecânico para alimentação de animais | Cl.8: Instrumentos e ferramentas para esfolar animais | Cl.9: Coleira eletrônica para adestrar animais | Cl.10: Andadores para animais de estimação | Cl.12: Carrinhos de passeio para animais de estimação | Cl.12: Barreiras de segurança para animais de estimação na forma de divisórias de veículos | Cl.14: Joias e bijuterias para animais de estimação | Cl.16: Sacos plásticos para dejetos de animais de estimação | Cl.18: Peles de animais | Cl.18: Freios para animais | Cl.18: Coleiras para animais* | Cl.18: Capas para animais | Cl.18: Arreios para animais | Cl.18: Roupas para animais de estimação | Cl.20: Animais empalhados | Cl.20: Camas para animais domésticos | Cl.20: Ninhos para animais domésticos | Cl.20: Canis para animais domésticos | Cl.20: Garras de animais | Cl.20: Chifres de animais | Cl.20: Cascos de animais | Cl.20: Almofadas para animais de estimação | Cl.20: Almofadas para forrar colchonetes para animais de estimação | Cl.21: Cerdas de animais | Cl.21: Manjedouras para animais | Cl.21: Pentes para animais | Cl.21: Gaiolas para animais de estimação | Cl.21: Bandejas para asseio de animais de estimação | Cl.21: Bandejas para asseio de animais de estimação | Cl.21: Luvas para escovação de animais | Cl.21: Tapetes de lamber para animais de estimação | Cl.22: Pêlos de animais | Cl.22: Redes utilizadas para a alimentação de animais | Cl.24: Cobertores para animais de estimação | Cl.28: Brinquedos para animais de estimação | Cl.40: Abate de animais | Cl.41: Adestramento de animais | Cl.41: Organização de concursos de beleza para animais | Cl.43: Pensão para animais | Cl.43: Serviços de abrigo para animais | Cl.44: Criação de animais | Cl.44: Toalete de animais | Cl.44: Toalete de animais de estimação | Cl.44: Aluguel de animais para serviços de jardinagem | Cl.44: Terapia assistida por animais [zooterapia] | Cl.45: Serviços de babá de animais de estimação | Cl.45: Serviços de adoção de animais"
31,Alimento para gado,"Cl.5: Produtos para lavar gado [inseticidas] | Cl.6: Correntes para gado | Cl.8: Instrumentos para marcar gado | Cl.8: Tosquiadeiras para gado | Cl.10: Instrumentos obstétricos para gado | Cl.10: Aparelhos automáticos de vacinação para gado | Cl.18: Peles de gado | Cl.5: Ração [forragem], com medicação, para fins veterinários | Cl.7: Prensas para forragem | Cl.11: Aparelhos secadores de forragem | Cl.20: Manjedouras para forragem"
31,Forragem,"Cl.5: Produtos para lavar gado [inseticidas] | Cl.6: Correntes para gado | Cl.8: Instrumentos para marcar gado | Cl.8: Tosquiadeiras para gado | Cl.10: Instrumentos obstétricos para gado | Cl.10: Aparelhos automáticos de vacinação para gado | Cl.18: Peles de gado | Cl.5: Ração [forragem], com medicação, para fins veterinários | Cl.7: Prensas para forragem | Cl.11: Aparelhos secadores de forragem | Cl.20: Manjedouras para forragem"
31,Trigo,Cl.5: Suplementos alimentares de germe de trigo | Cl.30: Farinha de trigo | Cl.30: Germen de trigo para alimentação humana | Cl.30: Dumplings [bolinho de massa] à base de farinha de trigo | Cl.30: Trigo sarraceno processado | Cl.30: Farinha de trigo sarraceno
31,Frutas frescas,Cl.7: Prensa de frutas | Cl.7: Máquinas para descaroçar frutas | Cl.8: Cortadores de frutas em fatias | Cl.8: Descaroçador de frutas | Cl.8: Fatiadores de frutas manuais | Cl.11: Torrefadores de frutas | Cl.29: Frutas em conserva | Cl.29: Frutas congeladas | Cl.29: Frutas cristalizadas | Cl.29: Frutas cozidas | Cl.29: Polpas de frutas | Cl.29: Geleias de frutas cítricas | Cl.29: Saladas de frutas | Cl.29: Cascas [raspas] de frutas | Cl.29: Frutas conservadas em álcool | Cl.29: Frutas enlatadas | Cl.29: Frutas silvestres/frutas vermelhas em conserva | Cl.29: Pasta de frutas prensadas | Cl.29: Frutas processadas | Cl.30: Coulis de frutas [molhos] | Cl.32: Sucos de frutas | Cl.32: Néctares de frutas não alcoólicos
31,Grama natural,Cl.2: Colofônia [resina natural] * | Cl.2: Mástique [resina natural] | Cl.4: Gás natural | Cl.7: Cortadores de grama [máquinas] | Cl.8: Cortadores de grama [instrumentos manuais] | Cl.19: Limitadores plásticos de grama | Cl.22: Esparto [grama] | Cl.27: Grama artificial | Cl.28: Instrumentos para recolocar tufos de grama [golfe] | Cl.30: Gelo natural ou artificial | Cl.30: Xarope de agave [adoçante natural] | Cl.37: Colocação de grama artificial
31,Gérmen para uso botânico,Cl.30: Germen de trigo para alimentação humana
31,Grãos [cereais],Cl.5: Subprodutos do processamento de grãos de cereais para fins dietéticos ou medicinais | Cl.7: Descascadores de grãos e cereais | Cl.7: Descascadores de grãos e cereais | Cl.7: Descascadores de grãos e cereais | Cl.7: Separadores de grãos | Cl.7: Elevadores de grãos | Cl.30: Grãos de café não torrados | Cl.30: Preparações feitas com cereais | Cl.30: Flocos de cereais secos | Cl.30: Barras de cereais hiperproteicas | Cl.30: Barras de cereais | Cl.30: Grãos de café torrados
31,Grãos para consumo animal,Cl.1: Carvão animal [negro animal] | Cl.7: Elevadores de grãos | Cl.30: Grãos de café não torrados | Cl.30: Grãos de café torrados
31,Grãos [sementes],Cl.1: Substâncias para conservar sementes | Cl.1: Genes de sementes para produção agrícola | Cl.7: Descascadores de grãos e cereais | Cl.7: Separadores de grãos | Cl.7: Elevadores de grãos | Cl.20: Estatuetas feitas de sementes | Cl.29: Sementes de girassol preparadas | Cl.29: Sementes preparadas* | Cl.30: Anis [grãos] | Cl.30: Grãos de café não torrados | Cl.30: Sementes processadas para uso como tempero | Cl.30: Sementes de gergelim [temperos] | Cl.30: Sementes de abóbora processadas [temperos] | Cl.30: Grãos de café torrados | Cl.1: Substâncias para conservar sementes | Cl.1: Genes de sementes para produção agrícola | Cl.20: Estatuetas feitas de sementes | Cl.29: Sementes de girassol preparadas | Cl.29: Sementes preparadas* | Cl.30: Sementes de linhaça para fins culinários [condimento]. | Cl.30: Sementes processadas para uso como tempero | Cl.30: Sementes de gergelim [temperos] | Cl.30: Sementes de abóbora processadas [temperos] | Cl.30: Sementes de cânhamo processadas [temperos]
31,Sementes para plantio,Cl.1: Substâncias para conservar sementes | Cl.1: Genes de sementes para produção agrícola | Cl.7: Descascadores de grãos e cereais | Cl.7: Separadores de grãos | Cl.7: Elevadores de grãos | Cl.20: Estatuetas feitas de sementes | Cl.29: Sementes de girassol preparadas | Cl.29: Sementes preparadas* | Cl.30: Anis [grãos] | Cl.30: Grãos de café não torrados | Cl.30: Sementes processadas para uso como tempero | Cl.30: Sementes de gergelim [temperos] | Cl.30: Sementes de abóbora processadas [temperos] | Cl.30: Grãos de café torrados | Cl.1: Substâncias para conservar sementes | Cl.1: Genes de sementes para produção agrícola | Cl.20: Estatuetas feitas de sementes | Cl.29: Sementes de girassol preparadas | Cl.29: Sementes preparadas* | Cl.30: Sementes de linhaça para fins culinários [condimento]. | Cl.30: Sementes processadas para uso como tempero | Cl.30: Sementes de gergelim [temperos] | Cl.30: Sementes de abóbora processadas [temperos] | Cl.30: Sementes de cânhamo processadas [temperos]
31,Sêmola para aves de criação,Cl.20: Aves empalhadas | Cl.21: Anilhos para aves | Cl.29: Aves não vivas | Cl.44: Criação de animais
31,Ervas comestíveis frescas [temperos],Cl.2: Tintas comestíveis | Cl.5: Ervas medicinais | Cl.22: Ervas para estofamento | Cl.30: Temperos | Cl.30: Pimentão [temperos] | Cl.30: Açafrão [temperos] | Cl.30: Ervas comestíveis conservadas [temperos]
31,Plantas,"Cl.1: Carbonila para proteção de plantas | Cl.1: Preparações para regularizar o crescimento de plantas | Cl.1: Preparações de elementos traço para plantas | Cl.1: Bioestimulantes para plantas | Cl.1: Extratos de plantas para a indústria alimentícia | Cl.3: Produtos para dar brilho às folhas das plantas | Cl.5: Preparações químicas para tratar mangra | Cl.5: Extratos de plantas para fins farmacêuticos | Cl.5: Preparações químicas para tratar doenças de plantas cerealíferas | Cl.6: Estacas de metal para plantas ou árvores | Cl.8: Aparelhos para destruir parasitas de plantas operados manualmente | Cl.8: Facas para enxertar plantas | Cl.11: Lâmpadas para cultivo de plantas | Cl.16: Plantas [impressos] | Cl.16: Plantas [impressos] | Cl.21: Suportes para arranjos de plantas e flores | Cl.21: Aspersores para regar flores e plantas | Cl.21: Terrários de interiores [cultura de plantas] | Cl.26: Plantas artificiais, exceto árvores de natal | Cl.26: Coroas de plantas artificiais | Cl.26: Coroas de plantas artificiais luminosas | Cl.27: Revestimentos de parede feitos de plantas artificiais | Cl.29: Imitação de carne à base de plantas | Cl.42: Desenho de plantas para construção | Cl.44: Serviços de viveiros de plantas | Cl.44: Cultivo de plantas"
31,Lúpulo não processado,"Cl.1: Acetato de celulose, não processado | Cl.5: Extratos de lúpulo para uso farmacêutico | Cl.29: Milho doce processado | Cl.32: Lúpulo congelado para fabricação de cerveja | Cl.32: Pellets de lúpulo para fabricação de cerveja"
31,Noz de cola,"Cl.1: Cola para acabamento | Cl.1: Cola para uso industrial | Cl.5: Adesivos para capturar moscas | Cl.7: Pistolas elétricas para cola | Cl.11: Aparelhos para esquentar cola | Cl.11: Potes aquecedores de cola, elétricos | Cl.21: Potes para cola, não elétricos | Cl.29: Óleo de noz de palma para uso alimentar | Cl.30: Noz-moscada [condimento]"
31,Leveduras para consumo animal,Cl.1: Carvão animal [negro animal] | Cl.1: Preparações de carvão animal | Cl.1: Carbono animal | Cl.18: Embornais [saco para alimentação animal] | Cl.29: Ovos de caracol para consumo
31,Cortiça bruta,"Cl.17: Borracha, bruta ou semitrabalhada | Cl.17: Mica, bruta ou semiprocessada | Cl.17: Goma bruta ou semitrabalhada | Cl.19: Cortiça aglomerada para construção | Cl.20: Rolhas de cortiça"
31,Farinha de linhaça [forragem],Cl.5: Farinha de linhaça para uso farmacêutico | Cl.7: Prensas para forragem | Cl.7: Máquinas para moagem de farinha | Cl.30: Farinha de feijão | Cl.30: Farinha de canjica | Cl.30: Farinha de fava | Cl.40: Moagem de farinha
31,Forração para espaços de animais,Cl.20: Animais empalhados | Cl.20: Garras de animais | Cl.40: Abate de animais | Cl.41: Adestramento de animais | Cl.41: Locação de espaços para prática de esporte
31,Turfa de forração para espaços de animais,Cl.1: Turfa [fertilizante] | Cl.4: Turfa [combustível]
31,Milho*,Cl.8: Debulhadores de milho manuais | Cl.29: Óleo de milho para uso alimentar | Cl.29: Milho doce processado | Cl.30: Flocos de milho | Cl.30: Farinha de milho | Cl.30: Milho moído | Cl.30: Milho torrado | Cl.30: Canjica [papa de milho branco]
31,Torta de milho para gado,Cl.6: Correntes para gado | Cl.8: Tosquiadeiras para gado | Cl.8: Debulhadores de milho manuais | Cl.10: Instrumentos obstétricos para gado | Cl.10: Aparelhos automáticos de vacinação para gado | Cl.18: Peles de gado | Cl.21: Funis para torta | Cl.30: Flocos de milho | Cl.30: Farinha de milho | Cl.30: Milho moído | Cl.30: Milho torrado | Cl.30: Pastelões [torta] | Cl.30: Canjica [papa de milho branco]
31,Malte para cervejaria e destilaria,"Cl.1: Albumina de malte | Cl.2: Malte caramelo [corante alimentar] | Cl.2: Corantes de malte | Cl.5: Malte para uso farmacêutico | Cl.11: Torrefadores de malte | Cl.30: Biscoitos de malte | Cl.30: Extrato de malte para uso alimentar | Cl.30: Malte para consumo humano | Cl.32: Malte [cerveja] | Cl.32: Mosto de malte | Cl.33: Bebidas alcoólicas de malte fermentadas, aromatizadas, exceto cervejas"
31,Bagaços,Cl.19: Aglomerados de bagaços de cana-de-açúcar [material de construção] | Cl.7: Prensa de frutas | Cl.7: Máquinas para descaroçar frutas | Cl.8: Cortadores de frutas em fatias | Cl.8: Descaroçador de frutas | Cl.10: Coletores para descarte de resíduos médicos | Cl.11: Torrefadores de frutas | Cl.11: Biorreatores para uso no tratamento de resíduos | Cl.22: Resíduos de seda | Cl.22: Resíduos de seda | Cl.22: Resíduos de algodão [estopa] para estofamentos | Cl.29: Frutas em conserva | Cl.29: Frutas congeladas | Cl.29: Frutas cristalizadas | Cl.29: Frutas cozidas | Cl.29: Polpas de frutas | Cl.29: Geleias de frutas cítricas | Cl.29: Saladas de frutas | Cl.29: Cascas [raspas] de frutas | Cl.29: Frutas conservadas em álcool | Cl.29: Frutas enlatadas | Cl.29: Frutas silvestres/frutas vermelhas em conserva | Cl.29: Pasta de frutas prensadas | Cl.29: Frutas processadas | Cl.30: Coulis de frutas [molhos] | Cl.32: Sucos de frutas | Cl.32: Néctares de frutas não alcoólicos | Cl.40: Reciclagem de lixo e resíduos | Cl.40: Destruição de lixo e resíduos | Cl.40: Incineração de lixo e resíduos
31,Resíduos de frutas,Cl.19: Aglomerados de bagaços de cana-de-açúcar [material de construção] | Cl.7: Prensa de frutas | Cl.7: Máquinas para descaroçar frutas | Cl.8: Cortadores de frutas em fatias | Cl.8: Descaroçador de frutas | Cl.10: Coletores para descarte de resíduos médicos | Cl.11: Torrefadores de frutas | Cl.11: Biorreatores para uso no tratamento de resíduos | Cl.22: Resíduos de seda | Cl.22: Resíduos de seda | Cl.22: Resíduos de algodão [estopa] para estofamentos | Cl.29: Frutas em conserva | Cl.29: Frutas congeladas | Cl.29: Frutas cristalizadas | Cl.29: Frutas cozidas | Cl.29: Polpas de frutas | Cl.29: Geleias de frutas cítricas | Cl.29: Saladas de frutas | Cl.29: Cascas [raspas] de frutas | Cl.29: Frutas conservadas em álcool | Cl.29: Frutas enlatadas | Cl.29: Frutas silvestres/frutas vermelhas em conserva | Cl.29: Pasta de frutas prensadas | Cl.29: Frutas processadas | Cl.30: Coulis de frutas [molhos] | Cl.32: Sucos de frutas | Cl.32: Néctares de frutas não alcoólicos | Cl.40: Reciclagem de lixo e resíduos | Cl.40: Destruição de lixo e resíduos | Cl.40: Incineração de lixo e resíduos
31,Farinha para animais,Cl.1: Farinha para uso industrial | Cl.1: Farinha de tapioca para uso industrial | Cl.3: Cosméticos para animais | Cl.6: Armadilhas para animais selvagens * | Cl.6: Sinos para animais | Cl.6: Jaulas de metal para animais selvagens | Cl.7: Máquinas para moagem de farinha | Cl.7: Máquinas tosquiadoras para animais | Cl.8: Instrumentos e ferramentas para esfolar animais | Cl.9: Coleira eletrônica para adestrar animais | Cl.18: Freios para animais | Cl.18: Capas para animais | Cl.18: Arreios para animais | Cl.20: Animais empalhados | Cl.20: Garras de animais | Cl.21: Pentes para animais | Cl.21: Luvas para escovação de animais | Cl.30: Farinha de feijão | Cl.30: Farinha de milho | Cl.30: Farinha de mostarda | Cl.30: Farinha de cevada | Cl.30: Farinha de soja | Cl.30: Farinha de trigo | Cl.30: Farinha de batata* | Cl.30: Farinha de tapioca* | Cl.30: Farinha de aveia | Cl.30: Farinha de rosca | Cl.30: Farinha de canjica | Cl.30: Massa de farinha | Cl.30: Farinha de nozes | Cl.30: Farinha de fava | Cl.40: Moagem de farinha | Cl.40: Abate de animais | Cl.41: Adestramento de animais | Cl.43: Serviços de abrigo para animais | Cl.44: Criação de animais | Cl.44: Toalete de animais | Cl.44: Terapia assistida por animais [zooterapia] | Cl.45: Serviços de adoção de animais
31,Ovos de bicho-da-seda,"Cl.2: Papel para tingir ovos | Cl.7: Incubadoras para ovos | Cl.8: Fatiadores de ovos, não elétricos | Cl.9: Aparelhos para examinar ovos | Cl.16: Papel de seda | Cl.20: Carretéis de madeira para fio, seda e cordão | Cl.21: Indez [ovos artificiais] | Cl.22: Seda crua | Cl.22: Resíduos de seda | Cl.22: Resíduos de seda | Cl.22: Flocos de seda | Cl.23: Fios de seda | Cl.23: Seda fiada | Cl.24: Tecidos de seda para estampagem | Cl.24: Seda [tecidos] | Cl.24: Tecido de seda ou lã aveludada | Cl.29: Clara de ovos | Cl.29: Gema de ovos | Cl.29: Ovos * | Cl.29: Ovos em pó | Cl.29: Ovos de caracol para consumo"
31,Bulbos de flores,"Cl.1: Produtos para conservação de flores | Cl.1: Flores de enxofre para uso químico | Cl.5: Flores de enxofre para uso farmacêutico | Cl.16: Papel para cobrir vasos de flores | Cl.17: Suportes de espuma para arranjos de flores [produtos semiacabados] | Cl.20: Pedestais para vasos de flores | Cl.21: Suportes para arranjos de plantas e flores | Cl.21: Vasos para flores | Cl.21: Aspersores para regar flores e plantas | Cl.21: Cachepôs, exceto de papel, para vasos de flores | Cl.26: Flores artificiais | Cl.26: Coroas de flores artificiais | Cl.29: Flores comestíveis, secas | Cl.30: Flores ou folhas para uso como substitutos do chá | Cl.39: Entrega de flores | Cl.44: Confecção de coroas de flores | Cl.44: Serviços de arranjo de flores | Cl.1: Carbonila para proteção de plantas | Cl.1: Preparações para regularizar o crescimento de plantas | Cl.1: Preparações de elementos traço para plantas | Cl.1: Bioestimulantes para plantas | Cl.1: Extratos de plantas para a indústria alimentícia | Cl.3: Produtos para dar brilho às folhas das plantas | Cl.5: Preparações químicas para tratar mangra | Cl.5: Extratos de plantas para fins farmacêuticos | Cl.5: Preparações químicas para tratar doenças de plantas cerealíferas | Cl.6: Estacas de metal para plantas ou árvores | Cl.8: Aparelhos para destruir parasitas de plantas operados manualmente | Cl.8: Facas para enxertar plantas | Cl.11: Lâmpadas para cultivo de plantas | Cl.16: Plantas [impressos] | Cl.16: Plantas [impressos] | Cl.21: Suportes para arranjos de plantas e flores | Cl.21: Aspersores para regar flores e plantas | Cl.21: Terrários de interiores [cultura de plantas] | Cl.26: Plantas artificiais, exceto árvores de natal | Cl.26: Coroas de plantas artificiais | Cl.26: Coroas de plantas artificiais luminosas | Cl.27: Revestimentos de parede feitos de plantas artificiais | Cl.29: Imitação de carne à base de plantas | Cl.42: Desenho de plantas para construção | Cl.44: Serviços de viveiros de plantas | Cl.44: Cultivo de plantas"
31,Bulbos de plantas,"Cl.1: Produtos para conservação de flores | Cl.1: Flores de enxofre para uso químico | Cl.5: Flores de enxofre para uso farmacêutico | Cl.16: Papel para cobrir vasos de flores | Cl.17: Suportes de espuma para arranjos de flores [produtos semiacabados] | Cl.20: Pedestais para vasos de flores | Cl.21: Suportes para arranjos de plantas e flores | Cl.21: Vasos para flores | Cl.21: Aspersores para regar flores e plantas | Cl.21: Cachepôs, exceto de papel, para vasos de flores | Cl.26: Flores artificiais | Cl.26: Coroas de flores artificiais | Cl.29: Flores comestíveis, secas | Cl.30: Flores ou folhas para uso como substitutos do chá | Cl.39: Entrega de flores | Cl.44: Confecção de coroas de flores | Cl.44: Serviços de arranjo de flores | Cl.1: Carbonila para proteção de plantas | Cl.1: Preparações para regularizar o crescimento de plantas | Cl.1: Preparações de elementos traço para plantas | Cl.1: Bioestimulantes para plantas | Cl.1: Extratos de plantas para a indústria alimentícia | Cl.3: Produtos para dar brilho às folhas das plantas | Cl.5: Preparações químicas para tratar mangra | Cl.5: Extratos de plantas para fins farmacêuticos | Cl.5: Preparações químicas para tratar doenças de plantas cerealíferas | Cl.6: Estacas de metal para plantas ou árvores | Cl.8: Aparelhos para destruir parasitas de plantas operados manualmente | Cl.8: Facas para enxertar plantas | Cl.11: Lâmpadas para cultivo de plantas | Cl.16: Plantas [impressos] | Cl.16: Plantas [impressos] | Cl.21: Suportes para arranjos de plantas e flores | Cl.21: Aspersores para regar flores e plantas | Cl.21: Terrários de interiores [cultura de plantas] | Cl.26: Plantas artificiais, exceto árvores de natal | Cl.26: Coroas de plantas artificiais | Cl.26: Coroas de plantas artificiais luminosas | Cl.27: Revestimentos de parede feitos de plantas artificiais | Cl.29: Imitação de carne à base de plantas | Cl.42: Desenho de plantas para construção | Cl.44: Serviços de viveiros de plantas | Cl.44: Cultivo de plantas"
31,Cevada *,Cl.30: Farinha de cevada | Cl.30: Cevada descascada | Cl.30: Cevada moída | Cl.32: Vinho de cevada [cerveja]
31,Ovos de siba [sépia] para aves,"Cl.2: Papel para tingir ovos | Cl.7: Incubadoras para ovos | Cl.8: Fatiadores de ovos, não elétricos | Cl.9: Aparelhos para examinar ovos | Cl.20: Aves empalhadas | Cl.21: Anilhos para aves domésticas | Cl.21: Anilhos para aves | Cl.21: Banheiras para aves * | Cl.21: Indez [ovos artificiais] | Cl.29: Clara de ovos | Cl.29: Gema de ovos | Cl.29: Ovos * | Cl.29: Ovos em pó | Cl.29: Aves não vivas | Cl.29: Ovos de caracol para consumo"
31,Palha [caules de cereais],"Cl.7: Descascadores de grãos e cereais | Cl.7: Lâminas para corta-palha | Cl.20: Colchões de palha | Cl.20: Palha entrançada, exceto esteiras | Cl.20: Tranças de palha | Cl.20: Fitas de palha | Cl.22: Palha de madeira | Cl.22: Palha para estofamento | Cl.22: Invólucros de palha para garrafas | Cl.22: Invólucros de palha para garrafas | Cl.30: Preparações feitas com cereais | Cl.30: Flocos de cereais secos | Cl.30: Barras de cereais hiperproteicas | Cl.30: Barras de cereais"
31,Palha [forragem],"Cl.5: Ração [forragem], com medicação, para fins veterinários | Cl.7: Prensas para forragem | Cl.7: Lâminas para corta-palha | Cl.11: Aparelhos secadores de forragem | Cl.20: Manjedouras para forragem | Cl.20: Colchões de palha | Cl.20: Palha entrançada, exceto esteiras | Cl.20: Tranças de palha | Cl.20: Fitas de palha | Cl.22: Palha de madeira | Cl.22: Palha para estofamento | Cl.22: Invólucros de palha para garrafas | Cl.22: Invólucros de palha para garrafas"
31,Palmas [folhas de palmeira],"Cl.3: Produtos para dar brilho às folhas das plantas | Cl.3: Folhas para máquina de lavar que previnem a descoloração | Cl.3: Folhas antiestáticas para máquina de secar | Cl.6: Folhas de aço | Cl.6: Folhas de ferro em rolo | Cl.6: Pranchas de metal [folhas] | Cl.6: Folhas de alumínio | Cl.6: Folhas de metal para embalagem e empacotamento | Cl.6: Folhas de alumínio para fins culinários | Cl.16: Folhas de papel [papelaria] | Cl.16: Folhas de celulose reciclada para embrulhar | Cl.16: Folhas de viscose para embalar | Cl.16: Folhas de celulóide para animação | Cl.17: Folhas de amianto | Cl.17: Folhas metálicas para isolamento | Cl.17: Folhas de viscose, exceto para embalar | Cl.17: Folhas de absorção de ondas eletromagnéticas | Cl.19: Folhas de madeira compensada | Cl.21: Refil de folhas adesivas para rolos de limpeza | Cl.30: Flores ou folhas para uso como substitutos do chá"
31,Papas para engorda de animais de criação,Cl.44: Criação de animais
31,Peixes vivos,"Cl.5: Implantes cirúrgicos com tecidos vivos | Cl.5: Transplantes [tecidos vivos] | Cl.29: Crustáceos, não vivos | Cl.29: Lagostins-do-rio, não vivos | Cl.29: Arenques, não vivos | Cl.29: Mariscos, não vivos | Cl.29: Mexilhões, não vivos | Cl.29: Mariscos, não vivos | Cl.29: Lagostins, não vivos | Cl.29: Camarões, não vivos | Cl.29: Pepinos-do-mar, não vivos | Cl.29: Insetos comestíveis, não vivos | Cl.29: Moluscos, não vivos | Cl.41: Serviços de modelos vivos para artistas"
31,Videira [pés de vinha],"Cl.3: Sabonete antitranspirante para os pés | Cl.5: Anéis para calos dos pés | Cl.5: Remédios antitranspirantes para os pés | Cl.6: Escabelos de metal para os pés | Cl.8: Pés de cabra | Cl.10: Suportes para pés chatos | Cl.11: Esquenta-pés, elétricos ou não elétricos | Cl.20: Banquinhos para os pés | Cl.20: Pés para mobília | Cl.25: Agasalhos para os pés, aquecidos eletricamente ou não | Cl.28: Pés de pato para mergulho"
31,Plantas secas para decoração,"Cl.1: Carbonila para proteção de plantas | Cl.1: Preparações para regularizar o crescimento de plantas | Cl.1: Bioestimulantes para plantas | Cl.9: Roupas secas para mergulho [dry suit] | Cl.11: Lampiões para decoração [lanternas chinesas] | Cl.20: Móbiles [decoração] | Cl.21: Vidro em pó para decoração | Cl.21: Aspersores para regar flores e plantas | Cl.29: Uvas secas [passas] | Cl.29: Flores comestíveis, secas | Cl.32: Bebidas de frutas secas não alcoólicas | Cl.35: Decoração de vitrines | Cl.42: Decoração de interiores | Cl.43: Decoração de alimentos | Cl.43: Decoração de bolos"
31,Alho-poró fresco,Cl.21: Espremedores de alho [utensílio de cozinha] | Cl.21: Tubos cilíndricos para descascar alho | Cl.29: Alho em conserva | Cl.30: Alho moído [condimento]
31,Batatas frescas,Cl.29: Batatas fritas portuguesas | Cl.29: Batatas fritas portuguesas | Cl.29: Batatas fritas portuguesas com baixo teor de gordura
31,Preparações para postura de aves de criação,Cl.20: Aves empalhadas | Cl.29: Aves não vivas | Cl.44: Criação de animais
