numero_base,classe,descricao
090619,9,Processadores [unidades centrais de processamento] [informática]
090619,9,Unidades centrais de processamento [processadores] [informática]
090620,9,Leitores [equipamentos de processamentos de dados]
090621,9,"Cintos de segurança, exceto para veículos ou equipamentos desportivos"
090622,9,Escâneres [scanner] para processamento de dados
090623,9,Detectores de fumaça
090624,9,Transistores [eletrônicos]
090625,9,"Radiografias, exceto para uso médico"
090626,9,Mangas de junção para cabos elétricos
090627,9,Ábacos
090628,9,Agendas eletrônicas
090629,9,Aparelhos de secretária eletrônica
090630,9,Câmeras de vídeo
090631,9,Toca-fitas
090632,9,Toca-cd [discos compactos]
090633,9,"Aparelhos de diagnóstico, exceto para uso médico"
090634,9,Drives de disquetes para computadores
090635,9,Trilhos elétricos para montagem de holofotes
090636,9,Tradutores eletrônicos de bolso
090637,9,Etiquetas eletrônicas para mercadorias
090638,9,Cobertores para incêndio
090639,9,Flash [fotografia]
090640,9,Cartões com circuito integrado [cartões inteligentes]
090640,9,Cartões inteligentes [cartões com circuito integrado]
090641,9,Colheres de dosagem
090642,9,Notebook [computadores]
090643,9,Quadros eletrônicos para avisos
090644,9,Calculadoras de bolso
090645,9,"Calçados para proteção contra acidentes, irradiação e fogo"
090646,9,Sprinklers [jatos aspersores] para incêndio
090647,9,Cabos de ignição para motores
090649,9,Relógios de ponto
090650,9,Videocassetes [fitas]
090651,9,Cartuchos para videogames
090652,9,Monitores de vídeo
090653,9,Videofones
090654,9,Óculos para esportes
090655,9,Prendedores de nariz para mergulho
090656,9,Capacetes de segurança para esportes
090657,9,"Publicações eletrônicas, baixáveis"
090658,9,Programas de computador baixáveis
090659,9,Dispositivos de navegação para veículos [computador de bordo]
090660,9,Ímãs decorativos
090661,9,Telefones sem fio
090662,9,Mouse pads [informática]
090663,9,Rádios toca-fitas portáteis
090664,9,Apoios para os pulsos [informática]
090665,9,Cabos coaxiais
090666,9,Cabos de fibra óptica
090667,9,Protetores de tomada
090668,9,Medidores de profundidade oceânica
090669,9,Cercas elétricas
090670,9,"Programas de jogos de computador, gravados"
090671,9,Fones de ouvido
090672,9,Lâmpadas de lastro
090673,9,Pager
090674,9,Aparelhos de navegação por satélite
090675,9,Válvulas de solenóide [interruptor eletromagnético]
090676,9,Aparelhos de proteção contra variação de tensão
090677,9,Walkie-talkies
090678,9,Birutas [aparelhos que indicam a direção dos ventos]
090679,9,Indicadores eletrônicos emissores de luz
090680,9,Manequins de ressuscitação [material de ensino]
090682,9,Aparelhos para controle de iluminação de palco
090683,9,Ampulhetas
090684,9,Chips de dna [chips biológicos]
090685,9,Tocadores de dvd
090686,9,Caixas eletrônicos
090687,9,Semáforos [dispositivos de sinalização]
090688,9,Kits hands-free para telefones
090689,9,Anteparos de amianto para bombeiros
090690,9,Capacetes de equitação
090691,9,Vestuário especial para uso em laboratórios
090692,9,"Braceletes de identificação codificada, magnéticos"
090693,9,Transponder
090694,9,Toques baixáveis para telefones celulares
090695,9,Arquivos de música baixáveis
090696,9,Arquivos de imagem baixáveis
090697,9,Bonecos para teste de colisão
090698,9,Centrífugas de laboratório
090699,9,Placas de circuito impresso
090700,9,Pen drives
090701,9,Aparelhos de gps [sistema de posicionamento global]
090702,9,Tocadores portáteis de mídia
090703,9,Alças para telefones celulares
090704,9,Diodos emissores de luz [led]
090705,9,Tríodos
090706,9,Transformadores elevadores
090707,9,Laptops
090708,9,Mangueiras de incêndio
090709,9,Bolsas adaptadas para laptops
090710,9,Capas para laptops
090711,9,Porta-retratos digitais
090712,9,Placa de petri
090713,9,Tubos de pitot
090714,9,Estroboscópios
090715,9,Cones de sinalização de trânsito
090716,9,"Etiquetas indicadoras de temperatura, exceto para uso médico"
090717,9,"Aplicativos, baixáveis"
090718,9,Leitores de livros digitais [e-readers]
090719,9,Smartphones
090720,9,Cartuchos vazios para impressoras e fotocopiadoras
090721,9,Babá eletrônica
090722,9,Babá eletrônica com vídeo
090723,9,Para-sol [parte de câmera fotográfica]
090724,9,Tablets
090725,9,Cartões [chaves de acesso] codificados
090726,9,Óculos 3d
090727,9,Cartões de memória para videogames
090728,9,Vestuário à prova de balas
090729,9,Acelerômetro
090730,9,Adaptadores elétricos
090731,9,Cápsulas salva-vidas para desastres naturais
090732,9,Hardware de computador
090733,9,Painéis solares para produção de eletricidade
090734,9,Telefones celulares
090735,9,Miras telescópicas para artilharia
090736,9,Painéis digitais
090737,9,Monitores vestíveis de atividade física
090738,9,Carregadores para cigarros eletrônicos
090739,9,Pulseiras conectadas [instrumentos de medição]
090740,9,Capas para smartphones
090741,9,Estojos para smartphones
090742,9,Bastões de selfie [suportes manuais]
090743,9,Calorímetros
090744,9,Medidores de vazão
090745,9,Coletes salva-vidas refletivos
090746,9,Coleira eletrônica para adestrar animais
090747,9,"Controles para uso com computadores, exceto para videogames"
090748,9,Óculos inteligentes
090749,9,Relógios inteligentes
090750,9,Aparelhos para extinguir fogo
090751,9,Filmes protetores adaptados para telas de computador
090752,9,Protetores bucais para esportes
090753,9,Protetores de cabeça para esportes
090754,9,Ponteiros para bússolas
090755,9,Hardware de token de segurança para autenticação de usuários
090756,9,Detectores infravermelhos
090757,9,Capas para assistentes pessoais digitais [pdas]
090758,9,Balanças para bebês
090759,9,Controle eletrônico de acesso para portas interligadas
090760,9,Câmeras termográficas
090761,9,Balanças com avaliadores de massa corporal
090762,9,Capas para tablets
090763,9,Caixas-pretas [gravadores de dados]
090764,9,Estações meteorológicas digitais
090765,9,Estações de carga para veículos elétricos
090766,9,Terminais interativos com tela de toque
090767,9,Anéis inteligentes
090768,9,Unidades de efeitos elétricos e eletrônicos para instrumentos musicais
090769,9,Interfaces de áudio
090770,9,Equalizadores [aparelhos de áudio]
090771,9,Subwoofers
090772,9,Balanças de banheiro
090773,9,Termohigrômetros
090774,9,Biochips
090775,9,Películas protetoras adaptadas para smartphones
090776,9,Headsets de realidade virtual
090777,9,"Quadros brancos interativos, eletrônicos"
090778,9,Robôs humanoides com inteligência artificial para uso em pesquisa científica
090779,9,Mixers de áudio
090780,9,Pilhas para cigarros eletrônicos
090781,9,Chaveiros eletrônicos [aparelhos de controle remoto]
090782,9,"Partitura eletrônica, baixável"
090783,9,Réguas t para medir
090784,9,Esquadros para medir
090785,9,Réguas esquadros para medir
090786,9,Telas/painéis [displays] digitais eletrônicos
090787,9,Robôs de laboratório
090788,9,Robôs didáticos
090789,9,Robôs de vigilância para segurança
090790,9,Assistentes pessoais digitais [pda]
090791,9,"Plataformas de programas de computador, gravados ou baixáveis"
090792,9,Localizadores de satélite [medidores de intensidade de sinal]
090793,9,Medidores de anel
090794,9,Medidores de dedo
090795,9,Computadores thin client
090796,9,Câmeras de ré para veículos
090797,9,Dicionários eletrônicos portáteis
090798,9,Simuladores para treinamento em ressuscitação
090799,9,Chicotes elétricos automotivos
090800,9,Esnórquel [snorkel]
090801,9,Apitos para esportes
090802,9,"Softwares protetores de tela para computadores, gravados ou baixáveis"
090803,9,Lentes [objetivas] para autorretrato
090804,9,Elementos gráficos baixáveis para telefones celulares
090805,9,Aparelhos de telecomunicação na forma de joias
090806,9,Computadores vestíveis
090807,9,Monitores de vídeo vestíveis
090808,9,"Aparelhos de imagem por ressonância magnética [IRM], exceto para fins médicos"
090809,9,Sinalizadores a laser para resgate
090810,9,"Cartuchos de tinta, vazios, para impressoras e fotocopiadoras"
090811,9,Pedais wah-wah
090812,9,Instrumentos de medição de altura
090813,9,Cabeças para treinamento de penteados [material de ensino]
090814,9,Dispositivos para a projeção de teclados virtuais
090815,9,Cobertores de sobrevivência
090817,9,Dispositivos de análise granulométrica de nanopartículas
090818,9,Almofadas para fones de ouvido
090819,9,Luvas de dados
090820,9,Mouse com trackball para computador
090821,9,Emoticons baixáveis para telefones celulares
090822,9,Robôs de telepresença
090823,9,Termostatos digitais para climatização
090824,9,Sensores piezoelétricos
090825,9,Diodos emissores de luz orgânicos [oled]
090826,9,Diodos emissores de luz quânticos [qled]
090827,9,"Conta-gotas graduados, exceto para uso médico ou doméstico"
090828,9,Soquetes elétricos
090829,9,Programas de jogos de computador baixáveis
090830,9,"Sinalizadores de resgate, não explosivos e não pirotécnicos"
090831,9,Suportes adaptados para laptops
090832,9,Acessórios para cabeça [capacetes de proteção]
090833,9,Cadeados eletrônicos
090834,9,Cintos de lastro para mergulho
090835,9,Fones de ouvido para comunicação remota
090836,9,Sensores de estacionamento para veículos
090837,9,Impressoras de bilhetes
090838,9,Cintos corporais para apoio na elevação de cargas
090839,9,Cincerro para guiar rebanho
090840,9,Projetores de vídeo Downloadable software for generating cryptographic keys for receiving and
090842,9,Carteiras eletrônicas baixáveis
090843,9,Máquinas para pagamento com cartão de crédito
090844,9,Passaportes biométricos
090845,9,Cédulas de identidade biométricas
090846,9,Centrais [hubs] para casas inteligentes
090846,9,Centrais [hubs] de automação residenciais
090847,9,"Conjuntos de dados, gravados ou baixáveis"
090848,9,Aparelhos de exibição projetados no vidro para veículos
090849,9,Alto-falantes inteligentes
090850,9,Fechaduras biométricas
090851,9,Bolas extintoras de incêndio
090852,9,Alto-falantes vestíveis
090853,9,Medidores de poeira ultrafina portáteis
090854,9,Smartphones dobráveis
090855,9,Lanternas para smartphones
090856,9,Escâneres [scanners] 3d
090857,9,Alto-falantes à base de filmes finos
090858,9,Microfones de alto-falante sem fio
090859,9,Escâneres [aparelhos scanner] para diagnóstico automotivo
090860,9,"Trajes hápticos, exceto para fins medicinais"
090861,9,Anéis de luz [ring lights] de selfie para smartphones
090862,9,Carregadores para telefones celulares
090863,9,Protetores de tela para telefones celulares
090864,9,Sinais de alerta [luminosos]
090865,9,Sinais de segurança [luminosos]
090866,9,Anéis de dedo para segurar telefones celulares
090867,9,Anéis suportes para telefones celulares
090868,9,Headsets
090869,9,Headsets para jogar videogames Software de computador baixável para gestão de operações de criptomoeda usando 9 tecnologia blockchain Programa de computador baixável para gestão de operações de criptomoeda usando 9 tecnologia blockchain
090871,9,Aparelhos de eletrólise para uso laboratorial
090872,9,Aparelhos para geração de gás para fins de calibragem
090873,9,"Aparelhos para testar leite materno, exceto para uso médico ou veterinário"
090874,9,Carregadores de energia portáteis
090875,9,Amplificadores para servomotores
090876,9,Controladores eletrônicos para servomotores
090877,9,Computadores quânticos
090878,9,Controles de interface digital de instrumentos musicais enquanto interfaces de áudio
090879,9,Biorreatores para uso laboratorial
090880,9,Biorreatores para cultura celular para pesquisa científica
090881,9,Suportes adaptados para telefones celulares e smartphones
090882,9,Suportes de telefone para carros
090883,9,Óculos de realidade virtual [head mounted displays]
090884,9,Impressoras portáteis sem fio para uso com laptops e dispositivos móveis
090887,9,Airbags para fins de segurança para proteção contra quedas
090888,9,"Capacetes neurais, exceto para fins medicinais"
090889,9,Alto-falantes portáteis
090890,9,Bafômetros
090891,9,Bases de refrigeração para laptops
090892,9,Ventoinhas [ventiladores] de refrigeração internas para computadores
090893,9,Pedais de efeitos para violões
090894,9,"Software como um dispositivo médico [samd], baixável Tapetes [suporte] para painel de veículo adaptados para telefones celulares e"
090897,9,Controles para servomotores
090898,9,Máscaras contra pó com purificação do ar
090899,9,Atuadores elétricos
090900,9,Atuadores lineares elétricos
090901,9,Luvas isolantes para proteção contra acidentes
090902,9,"Dosímetros, exceto para uso médico [aparelhos de medição]"
090903,9,Roupas secas para mergulho [dry suit]
090904,9,Macacões para mergulho [dive skin]
090905,9,Roupas para esportes aquáticos
090906,9,Roteadores para redes de computador
090907,9,Extensores de frequência Robôs humanoides com funções de comunicação e aprendizado para auxiliar e entreter 9 pessoas
090909,9,Sistemas de alerta de míssil
090910,9,Sistemas de navegação autônoma para navios
090911,9,Terminais de autoatendimento
090912,9,Escâneres [scanner] de documentos portáteis
090913,9,Estojos para smartphones com teclado integrado
090914,9,Medidores de alinhamento de rodas
090915,9,Mesas para mixar vídeos
090916,9,Robôs humanoides com inteligência artificial para preparar bebidas
090917,9,"Robôs humanoides programáveis pelo usuário, não configurados"
090918,9,Arquivos de imagens digitais baixáveis autenticados por tokens não fungíveis [NFTs]
090919,9,Ozonizadores para fins de calibragem
090919,9,Geradores de ozônio para fins de calibragem
090920,9,Cordões para telefones celulares
090921,9,Gimbals para câmeras digitais
090922,9,Gimbals para smartphones
090924,9,Terminais de ponto de venda [PDV]
090925,9,Aparelhos para projeção holográfica
090926,9,Buretas de laboratório
090927,9,Suportes com rastreador de movimentos para câmeras
090928,9,Carteiras de hardware para criptomoedas
090929,9,Vestuário virtual baixável
090930,9,Controles de realidade virtual
090931,9,Foguetes sonoros
090932,9,Vestuário para motociclistas para proteção contra acidentes ou ferimentos
090933,9,Arquivos de músicas digitais baixáveis autenticados por tokens não fungíveis [NFTs]
090934,9,Aplicativo baixável para ambientes virtuais Downloadable computer software applications for minting non-fungible tokens
