marca_base,ncl_base,spec_base,marca_rpi,ncl_rpi,spec_rpi,colide
MINEIRO&#39;S.RP ESPETOS & PORÇÕES BAR,43,serviços de bar;serviços de cafés [bares];serviços de s;serviços de s;serviços de s de autosserviço;serviços de s para retirada;,MINEIRO'S BURGER,43,serviços de s;serviços de s;,S
PEPPI PIZZA,40,beneficiamento de s;congelamento de s;conservação de s e s;,PEPIS PANINI,43,"serviços de alimentação; serviços de restaurante, lanchonete e cafeteria; preparo e fornecimento de s e s para consumo no local e para entrega (delivery); serviços de take-away; comercialização de sanduíches, panini e produtos de culinária italiana.;",S
SERVTEC ENERGIA SOLAR,9,"acumuladores elétricos;aparelho de medição de temperatura;aparelho para produção, distribuição e conversão de energia elétrica;aparelhos elétricos medidores;aparelhos elétricos para controle;s solares;células fotovoltaicas;conversores elétricos;indicadores de nível de água;indicadores de temperatura;instrumento de controle para caldeira;instrumentos para controle de caldeira;painéis solares para produção de eletricidade;placas para s;recarregador de energia [];resistências elétricas;resistor [re",SERVTEC HR ELECTRONIC SERVICIO TÉCNICO DE TELEFONOS,37,instalação e conserto de telefone;instalação e reparo telefones;serviços de recarga de para telefones celulares;,S
CARAMELLE CAFÉ,40,"beneficiamento de alimentos; beneficiamento de cereal; congelamento de alimentos; conservação de alimentos e bebidas; moagem de farinha; moagem de café; fabricação de pães, s e s sob encomenda, desde que incluídos nesta classe.;",CARAMELLA CANDY,30,"s;brigadeiro [ à base de leite condensado e chocolate];chocolate;decorações, à base de confeitos, para s;decorações, feitas de chocolate, para s;mousses de chocolate;pastas à base de chocolate;pipoca;pipoca [pronta];pipoca salgada [pronta];",S
MARIELA MODAS,35,"comércio (s de qualquer meio) de alfinetes e agulhas [s de armarinho]; comércio (s de qualquer meio) de s de cama, mesa e banho; comércio (s de qualquer meio) de s do ; comércio (s de qualquer meio) de s e produtos confeccionados de couro e imitações de couro; comércio (s de qualquer meio) de s e produtos confeccionados de peles de animais; comércio (s de qualquer meio) de ; comércio (s de qualquer meio) de botões [s de armarinho]; comércio (s de qualquer meio) de colchetes e ilhoses [s de armar",USE MARIELLE MODA FEMININA,35,comércio [s de qualquer meio] de s do ;comércio [s de qualquer meio] de ;comércio [s de qualquer meio] de calçados;comércio [s de qualquer meio] de s;,S
SB STEFANY BORDADOS,35,"assessoria, consultoria e informação ao consumidor sobre produtos e respectivos preços, através de websites, em conexão com comércio realizado pela internet;assessoria, consultoria e informação em gestão de negócios e comercialização de produtos sob contrato de franquia;comércio (através de qualquer meio) de s de cama, mesa e ;comércio (através de qualquer meio) de s do ;comércio (através de qualquer meio) de malas e bolsas de viagem;comércio [através de qualquer meio] de bolsas femininas;demons",S STEFANO,25,s de malha [];bermuda para prática de esporte;blazers [];bonés;cachecóis;calçados*;calças compridas;calções de ;camisas*;camisetas;casacos [capotes];chinelo [ comum];cintos [];cuecas;malhas [];meias*;roupa íntima; *;,S
SB STEFANY BORDADOS,35,", e ao consumidor sobre s e respectivos preços, s de websites, em conexão com comércio realizado pela internet;, e em de s e de s sob de ;comércio (s de qualquer meio) de s de cama, mesa e banho;comércio (s de qualquer meio) de s do ;comércio (s de qualquer meio) de malas e bolsas de viagem;comércio [s de qualquer meio] de bolsas femininas;demonstração de s;franchising [ pelo qual empresa detentora de uma marca registrada, processo patenteado de produção ou direitos similares concede a outras em",S STEFANO,35,", e em de s e de s sob de ;, e na implantação e viabilização de de ;comércio [s de qualquer meio] de s de chapelaria;comércio [s de qualquer meio] de s do ;comércio [s de qualquer meio] de calçados;comércio [s de qualquer meio] de roupas;",S
VALORIZA REAL ESTATE,35,"gestão de franquia no ramo imobiliário; serviço de disponibilização via internet de portal de anúncios; serviço de disponibilização na internet de de s de imóveis com o objetivo de promover vendas com desconto; serviço de disponibilização na internet de filmes para divulgação de imóveis [serviço de publicidade e propaganda]; gestão e administração de negócios desde que incluídos nesta classe. [para todos os itens, excluídos quaisquer serviços imobiliários];",VALORI BANK,38,"fornecimento de mecanismos de busca para a obtenção, manutenção e distribuição de s a partir de um de s localizado em uma rede mundial de computadores [provimento de acesso a um website];provimento de informações sobre telecomunicações;provimento de acesso a de s;provimento de acesso à rede global de computadores;provimento de fóruns on-line;provimento de salas de bate-papo;provimento de salas de bate-papo em ambientes virtuais;transmissão de arquivos digitais;transmissão por satélite;",S
SOLUTION COSMETICS,3,"adstringentes para uso ; água oxigenada [peróxido de hidrogênio] para uso ; algodão para uso ; batons para os lábios; brilho para os lábios; cera para bigode; cera para depilação; cílios postiços; colorantes para toalete; condicionadores para cabelos; s; s para as sobrancelhas; s para os cílios; cremes s; cremes para clarear a pele; decalques decorativos para uso ; desodorantes [perfumaria]; esmalte para unhas; estojos de s [kits de s]; géis de massagem, exceto para uso medicinal; geleia de petr",SOLUTTY COSMÉTICOS,3,s;,S
BETO PIZZARIA,43,serviços de restaurantes;,BET PIZZAS,43,pizzaria com serviços que envolvem a preparação e o fornecimento de refeições e bebidas para consumo e retirada;,S
DELÍCIAS DO AÇAÍ,40,beneficiamento de alimentos;congelamento de alimentos;conservação de alimentos e s;extração de suco de frutas;,DELÍCITAS DE AÇAÍ AÇAÍTERIA E SORVETERIA,30,"açaí na tigela [sorbet cremoso servido na tigela, à base de polpa congelada de açaí e xarope de guaraná];s à base de chá;s à base de chocolate;s de cacau com leite;s de chocolate com leite;casquinha para sorvete;chocolate;creme de açaí congelado batido com xarope de guaraná;iogurte gelado [sorvete à base de iogurte];soft-serve sorvete de açaí [sorvete mais macio e menos denso de açaí];sorbet de açaí [sorbet cremoso à base de polpa congelada de açaí e xarope de guaraná] com granola;sorvete de aça",S
MAG EXPECTOR,5,absorvente para incontinência urinária;absorvente para uso pós-operatório;absorvente para uso pós-parto;absorventes higiênicos externos para menstruação;absorventes higiênicos internos;absorventes internos para menstruação;acetato de alumínio para uso farmacêutico;acetatos para uso farmacêutico;ácido gálico para uso farmacêutico;ácidos para uso farmacêutico;açúcar de farmácia para uso medicinal;açúcar de leite para uso farmacêutico;adesivo odontológico;adesivos para dentaduras;adesivos transdérm,MAG-3 COMPLEX,5,"em , por bisglicinato, malato e taurato para auxiliar na saúde óssea, cerebral e energia.;",S
MAG EXPECTOR,5,absorvente para incontinência urinária;absorvente para uso pós-operatório;absorvente para uso pós-parto;absorventes higiênicos externos para menstruação;absorventes higiênicos internos;absorventes internos para menstruação;acetato de alumínio para uso farmacêutico;acetatos para uso farmacêutico;ácido gálico para uso farmacêutico;ácidos para uso farmacêutico;açúcar de farmácia para uso medicinal;açúcar de leite para uso farmacêutico;adesivo odontológico;adesivos para dentaduras;adesivos transdérm,MAG-3 COMPLEX,35,"comércio [através de qualquer meio] de em , por bisglicinato, malato e taurato para auxiliar na saúde óssea, cerebral e energia.;",S
ÂMBITO ENGENHARIA GEOTECNOLOGIAS E SOLUÇÕES AMBIENTAIS,42,", e informação .;",ÂMBITTA SOLUÇÕES AMBIENTAIS,42,licença prévia; licença de instalação; licença prévia e de instalação unificadas; licença de operação; licença de operação de regularização; dispensa de licença ?; tratamento de água? e ?tratamento de efluente industrial?;,S
IMPERIUM LANCHES,39,entrega de refeições [delivery];,IMPÉRIO FOODS,43,"churrascaria [restaurante];intermediação de serviços de fornecimento de comida e bebida materiais, por meio de um ambiente virtual;intermediação de serviços de fornecimento de comida e bebida, por meio de aplicativo;serviços de lanchonetes;serviços de restaurantes;",S
DINÂMICA SOLAR,11,"aquecedores de água;banheiras;coletores solares [aquecimento];ofurôs e spas; aquecimento a gás; cisternas( tanques de água), desde que incluídos nesta classe.;",DYNAMIS SOLLAR,42,projeto de geração de energia elétrica;,S
ANÁLISES LABORATÓRIO DE ANÁLISES CLÍNICAS,44,", em , de para /veterinária; [ ]; de ;",ANALISA LABORATÓRIO,44,"aconselhamento em questões de saúde;assessoria, consultoria e informação ;, em , de para ;enfermagem []; [ ]; de seqüência genética; médico para fins de liberação de quarentena; patológico para diagnóstico e tratamento médico;s médicos;s médicos de rastreamento;s toxicológicos em participantes de esportes para verificar o uso de substâncias que melhoram o desempenho;investigação de paternidade []; de ;serviços de s s fornecidos por s médicos para fins de diagnóstico e tratamento;serviços de aval",S
R REAL INFINITY CONFECÇÕES,25,"agasalhos para as mãos; anáguas; s de malha [vestuário]; aventais [vestuário]; bandanas; bermudas; blazers [vestuário]; bolsos; bonés; cachecóis; calçados *; camisas; camisetas; capuzes [vestuário]; casacos [vestuário]; ceroulas; chapéus, bonés etc; cintas [roupa íntima]; cintos [vestuário]; colarinhos [vestuário]; coletes; coletes [roupa íntima]; combinação [roupa íntima]; combinações [vestuário]; confeccionado (vestuário -); confeccionados (forros -) [parte de vestuário]; corpete; cuecas; enxo",INFINITY GLOVES,35,comércio [através de qualquer meio] de s para de s;,S
R REAL INFINITY CONFECÇÕES,25,"s para as mãos; anáguas; s de []; []; bandanas; s; blazers []; bolsos; bonés; cachecóis; dos *; s; s; capuzes []; s []; ceroulas; chapéus, bonés etc; cintas [ ]; cintos []; colarinhos []; coletes; coletes [ ]; combinação [ ]; combinações []; confeccionado ( -); confeccionados (forros -) [parte de ]; corpete; cuecas; enxovais de bebês; espartilhos; s []; forros confeccionados [parte de ]; gorros; gravatas; (s -); ( -); s; s []; s [s]; s de pescoço; ligas; lingerie (fr.); s []; s []; meias; paletó",INFINITY BLUE,25,"s para os pés, aquecidos eletricamente ou não;s de []; [];-; para de ; para equitação;calção para ;s s;s de montaria;calções de ;calções de [s];s de manga curta;s desportivas;s*;s;s regata para a de s;;s [capotes];s [s];s de ;coletes*;s [];s para a cabeça [];jaleco;s [];s [s];s de cabeça;s de pescoço*;s [];s de ciclismo;s de ioga;macacões;s [];mantilhas;máscaras faciais [], exceto para fins médicos ou sanitários;máscaras para dormir;meias*;pantufas;s;rash guards [ de compressão para esportiva]; ",S
AMOR DE SALGADO,30,"cheeseburgers [s]; empadas [tortas]; pãezinhos; pão; pizzas; quiches; s; tortas; crepe; empada; empadão; esfiha; pastel; quibe; , exceto croquete; tortas [s e salgadas]; s;",AMORIM ALIMENTOS,35,administração comercial;assessoria em gestão comercial ou industrial;assessoria em gestão industrial ou comercial;comércio [através de qualquer meio] de produtos alimentícios [aves e ovos];comércio [através de qualquer meio] de produtos alimentícios [s];comércio [através de qualquer meio] de produtos alimentícios [bolos];comércio [através de qualquer meio] de produtos alimentícios [carnes vermelhas];comércio [através de qualquer meio] de produtos alimentícios [cereais];comércio [através de qualq,S
CASA DO GESSO,19,divisórias não s; estuque [gesso] *; forros [revestimentos] não metálicos para ; gesso [gipsita]; molduras não s para ; sanca;,CASA GESSO,35,comércio [através de qualquer meio] de aparelhos de iluminação;comércio [através de qualquer meio] de artigos de ferragem;comércio [através de qualquer meio] de artigos de iluminação;comércio [através de qualquer meio] de s transportáveis;,S
VIANA ESQUADRIAS EM ALUMÍNIO,6,esquadros de metal para ; janelas de metal; de metal para ; portas de metal *.;,VIANA MIX CONSTRUÇÕES E VENDAS,35,comércio [através de qualquer meio] de de metálicos;comércio [através de qualquer meio] de de não metálicos;comércio [através de qualquer meio] de tubos rígidos não metálicos para a ;serviços de gestão de negócios para projetos de ;,S
MM MARCIEL CONSTRUÇÃO E REFORMA,35,agenciamento de mão-de-obra;fornecimento de mão-de-obra [terceirização];serviços de gestão de negócios para s de ;terceirização [fornecimento de mão-de-obra];,MACIEL EDIFICA,42,"assessoria, consultoria e informações sobre arquitetura;assessoria, consultoria e informações sobre de estrutura predial [engenharia];concepção de protótipo [elaboração de ];concepção e s de maquetes e protótipos;consultoria em arquitetura;criação e de planta para ;desenho de plantas para ;perícia [engenharia];perícia técnica na área de arquitetura;perícia técnica na área de engenharia;pesquisas no campo de de edificações; de arquitetura; de engenharia civil; de engenharia de qualquer natureza;s",S
PENSE FIT,43,serviço de bufê;serviços de bar;serviços de cantinas;serviços de lanchonetes;serviços de s;serviços de s de autosserviço;serviços de s para ;,PENSE BURGUER,43,serviços de s para ;,S
VIANNA ENGENHARIA CIVIL,42,"assessoria, consultoria e informações sobre de estrutura predial [engenharia];assessoria, consultoria e informações sobre engenharia;assessoria, consultoria e informações sobre pesquisas no campo de engenharia genética;cálculo e dimensionamento na área de engenharia;criação e de planta para ;desenho de plantas para ;engenharia;pesquisas no campo de de edificações; de engenharia civil; de engenharia de qualquer natureza;",VIANA MIX CONSTRUÇÕES E VENDAS,35,comércio [através de qualquer meio] de materiais de metálicos;comércio [através de qualquer meio] de materiais de não metálicos;comércio [através de qualquer meio] de tubos rígidos não metálicos para a ;serviços de gestão de negócios para s de ;,S
EMPÓRIO DONA MITA,29,"arranjos de frutas processadas; cascas [raspas] de frutas; compotas; compotas de gengibre; consomê; consomês concentrados; frutas cobertas com açúcar; frutas congeladas; frutas conservadas em álcool; frutas cozidas; frutas cristalizadas; frutas do bosque em calda; frutas em conserva; frutas enlatadas; frutas, legumes e verduras cozidos; verduras e legumes em conserva; frutas, legumes e verduras secos; geleias de frutas; geleias de frutas cítricas; geleias para uso alimentar; pasta de abobrinha; ",DONALITA NATURAIS,35,comércio [através de qualquer meio] de alfinetes e agulhas [artigos de armarinho];comércio [através de qualquer meio] de botões [artigos de armarinho];comércio [através de qualquer meio] de colchetes e ilhoses [artigos de armarinho];comércio [através de qualquer meio] de óleos essenciais;comércio [através de qualquer meio] de óleos alimentícios;comércio [através de qualquer meio] de produtos alimentícios [cereais];comércio [através de qualquer meio] de produtos alimentícios [s];comércio [através,S
COSTUMAQ COMERCIO DE MÁQUINAS DE COSTURA E BORDADOS,35,"assessoria, consultoria e informação em gestão de negócios e comercialização de produtos sob contrato de franquia; franchising [sistema pelo qual empresa detentora de uma marca registrada, processo patenteado de produção ou direitos similares concede a outras empresas licença de utilização dessas marcas ou processos, sob certas condições ? administração de negócios]; gestão de franquia; assessoria, consultoria e informação ao consumidor sobre produtos e respectivos preços, através de websites, e",COSTAMAQ MÁQUINAS E USINAGEM,7,laminadores; para lapidação de pedra;s de corte para ajuste de tamanho para fins industriais;s fresadoras;s perfuradoras;matrizes de corte [s industriais];motores e s hidráulicas;pedras para amolar [s de s];plainas para alisar;prensas [s para uso industrial];tornos mecânicos [s-ferramentas];,S
É DE CASA ED,37,de estofamento;higienização de estofamento;lavagem;lavagem a seco;lavagem a vapor;lavanderia;,É DI CASA STORE,21,"abafadores para chaleiras;abotoadeiras;abridores de garrafas, elétricos e não elétricos;açucareiros;adornos para centros de mesa;aeradores de vinho;almofarizes para uso na cozinha;almotolia [vasinho de argila];amassadeira não elétrica;ampolas de vidro [recipientes];anilhos para aves;anilhos para aves domésticas;apagadores de velas;apanha-migalhas;aparelho ou dispositivo para matar ou repelir inseto, exceto ferramenta manual;aparelho para absorver fumaça para uso doméstico;aparelhos cosméticos pa",S
K KOMILÃO LANCHES MG,35,"assessoria, consultoria e informação em gestão de negócios e empresas; comercialização de produtos sob contrato de franquia; franchising [sistema pelo qual empresa detentora de uma marca registrada, processo patenteado de produção ou direitos similares concede a outras empresas licença de utilização dessas marcas ou processos, sob certas condições - administração de negócios]; gestão de franquia; assessoria, consultoria e informação ao consumidor sobre produtos e respectivos preços, através de w",AÇAI KOMELÃO,43,serviços de cantinas;serviços de lanchonetes;,S
REFORTEC CONSTRUÇÃO E REFORMAS,37,"aluguel de de trução;assentamento de tijolos;, ultoria e em aluguel de s para trução;, ultoria e em truções;, ultoria e em serviços de revestimentos;, ultoria e em supervisão de trução;trução *;trução e reparação de obra civil;trução e reparação em colocação de alvenaria;trução e reparação em colocação de calha;trução e reparação em colocação de piso;trução e reparação em colocação de tela;ultoria na área de trução civil;ferramentaria manual [reparação, montagem e trução];instalação de serviços ",RFORTE AGRONEGÓCIO,35,", ultoria e ao umidor produtos e respectivos preços, através de websites, em conexão com comércio realizado pela internet; de de negócios através de um website;representação comercial;comércio (através de qualquer meio) de máquinas, aparelhos e s para uso agropecuário; partes, peças, componentes e acessórios; ferragens e ferramentas; materiais de trução; defensivos agrícolas, adubos, fertilizantes e corretivos do solo; medicamentos de uso veterinário; insumos agropecuários; materiais hidráulicos",S
KI SAPORE PIZZERIA E HAMBURGUERIA,43,serviços de bar; serviços de lanchonetes; serviços de restaurantes;,KISABOR GELADINHO GOURMET,30,frozen yogurt [sorvete à base de iogurte];frozen yogurt [sorvete à base de iogurte] de açaí;gelados comestíveis;iogurte congelado [sorvete à base de iogurte];iogurte gelado [sorvete à base de iogurte];sorvete de açaí;sorvetes;,S
VÁ BELLA,35,comércio [através de qualquer meio] de s do ;comércio [através de qualquer meio] de roupas;,VI BELA,35,comércio (físico e online) de acessórios para cabeça [chapelaria]; botas de cano curto; s de malha []; botas *; botas de cano médio; sapatos *; calçados de madeira; calçados *; camisas; camisetas; casacos [jaquetas]; chinelos [pantufas]; chinelos de banho; cintos []; coletes; combinações []; faixas []; faixas para a cabeça []; gáspeas para sapatos; camisas;,S
ÁREA 44 ACADEMIA,41,"de dança;s [educação];assessoria, consultoria e informação em educação [instrução];assessoria, consultoria e informação em educação física;assessoria, consultoria e informação em [demonstração][ensino];assessoria, consultoria e informação ensino;aulas de ;aulas particulares;avaliação de aptidão física para fins de ;coaching [];cursos livres [ensino];educação física;ioga e iogaterapia, sendo atividades desenvolvidas em s de ;organização de competições [educação ou entretenimento];organização de c",ARENA 54,41,serviços de de [ e para a ];,S
SOMOS BRASIL CONACON CONGRESSO NACIONAL CONSERVADOR,41,", e em atividades desportivas e culturais;, e em [];, e em entretenimento [lazer];, e em [][]; [];guias eletrônicos, revistas, jornais e boletins oferecidos ao consumidor online [somente para acesso, sem possibilidade de download]; de exposições para fins culturais ou educativos; de programas de intercâmbio cultural e educativo.; e de colóquios; e de conferências; e de congressos; e de s de []; e de s; e de simpósios; [];provimento de sobre entretenimento [lazer];provimento de instalações despor",CONCANN - CONGRESSO NACIONAL DE CANNABIS MEDICINAL,41,", e em [];, e em [][];, e ; []; e de s de []; [];serviços de ; de cursos, s, palestras e s.;",S
VILLA BOOM,41,"aluguel de salão de festas;decoração de festas, cerimônias e eventos;organização e realização de eventos de entretenimento;promotor de eventos [se artísticos/culturais];provimento de informações sobre entretenimento [lazer];serviços de entretenimento;",CASA BLOOM,43,serviço de bufê;,S
ALPHA,35,", , organização de s no ramo imobiliário; funções de escritório; de s; de e de aconselhamento a consumidores para escolha de serviços; do de serviços de terceiros; emissão e compilação de documentos para s na área imobiliária; , e organização de feiras para fins ou publicitários no ramo imobiliário; e em marketing relativas a promoção de serviço de terceiros; marketing e publicidade para o setor imobiliário, desde que incluídos nesta classe.;",ALFA,35,";, e em de s e ização de produtos sob contrato de ;, e na implantação e viabilização de sistema de ;, e franchising [ ];comércio [através de qualquer meio] de artigos de chapelaria;comércio [através de qualquer meio] de artigos do vestuário;comércio [através de qualquer meio] de artigos para prática de esportes;comércio [através de qualquer meio] de bolsas femininas;comércio [através de qualquer meio] de calçados;comércio [através de qualquer meio] de imitações de couro;comércio [através de qual",S
BRAVEC,35,"assessoria, consultoria e informação em gestão de negócios e empresas; comercialização de produtos sob contrato de franquia; franchising [sistema pelo qual empresa detentora de uma marca registrada, processo patenteado de produção ou direitos similares concede a outras empresas licença de utilização dessas marcas ou processos, sob certas condições - administração de negócios]; gestão de franquia; assessoria, consultoria e informação ao consumidor sobre produtos e respectivos preços, através de w",BRAVA,33,"aguardente de cana; energética alcoólica; fermentada alcoólica;s à base de vinho;s alcoólicas contendo frutas;s alcóolicas prontas;s alcoólicas, exceto cerveja;s destiladas;caipirinha;caipirosca [ alcoólica à base de vodca];destiladas [s alcoólicas] [espirituosas];digestivos [licores e destilados];essência alcoólica para fazer s;essências alcoólicas;extratos alcoólicos;gim;licores;rum;sidra;sidra [ alcoólica];uísque;vinho;vinho de fruta;vodca;",S
BRAVEC,35,"assessoria, consultoria e informação em gestão de negócios e empresas; comercialização de produtos sob contrato de franquia; franchising [sistema pelo qual empresa detentora de uma marca registrada, processo patenteado de produção ou direitos similares concede a outras empresas licença de utilização dessas marcas ou processos, sob certas condições - administração de negócios]; gestão de franquia; assessoria, consultoria e informação ao consumidor sobre produtos e respectivos preços, através de w",BRAVA,32,água mineral [];águas [s]; energética não alcoólica; fermentada não alcoólica;s energéticas;s isotônicas;s não alcoólicas;cerveja;coquetéis não alcoólicos;essências não alcoólicas para fazer s;extratos de fruta não alcoólicos;guaraná [ não alcoólica];limonadas;pó para suco;refrigerante [];sidra não alcoólica;substância para fazer não alcoólica;suco de fruta;xarope de fruta;xaropes para s;,S
URBAN STYLE,40,alfaiataria;ateliê de costura;confecção de artigo do sob encomenda;confecção de s;montagem de materiais sob encomenda de terceiros;serviços de bordar;trabalho em couro;,URBNA,25,calção para banho;calças compridas;camisetas; confeccionado;s casuais;,S
PONTO 41,43,serviços de bar;serviços de lanchonetes;serviços de restaurantes;serviços de restaurantes de autosserviço;,PONTO 50,32,bebida energética não alcoólica;,S
MK HAUS ENGENHARIA,37,", e em ;, e em de de ;, e em de s;, e em serviços de s;, e em de ; de papel de parede; de e pedra; *; e de ; e em de ; e em de ; e em de cerca de arame; e em de ; e em de ; e em de tela; na de ; de ;impermeabilização em ; de serviços s de em de ; e de a gás; e de s; e de s;pavimentação de rua;, de e de ;provimento de sobre ;serviços de ;serviços de s;serviços de ;serviços de ;serviços de ; de s de ;;serviços de ;",S.HAUS ENGENHARIA,37,"aluguel de equipamento de ;aplicação de estaca tipo mega para eliminação de rachadura e trinca em urbano e rural;aplicação de tinta e impermeabilizante;asfaltamento;assentamento de tijolos;, e em ;, e em de de ;, e em de s;, e em serviços de s;, e em de ; *; de fábrica; de fábricas; e de ; e em de ; e em de ; e em de ; e em de ; na de ; de ; de serviços s de em de ; e de a gás; e de s; e de s;montagem de casas pré-fabricadas;, de e de ;serviços de ;serviços de bombeiro hidráulico;serviços de car",S
TECA,35,"assessoria promocional, consultoria e informação sobre propaganda;assessoria, consultoria e informação em marketing;assessoria, consultoria e informação em negócios relacionados à estratégia, marketing, produção, pessoal e assuntos relativos ao comércio varejista;assessoria, consultoria e informação em publicidade e propaganda s de qualquer meio;marketing;marketing por meio da colocação de produtos para terceiros em ambientes virtuais;organização de eventos para fins publicitários e/ou comerciai",TUDO TECA,35,"comércio [s de qualquer meio] de aparelhos de iluminação;comércio [s de qualquer meio] de aparelhos de locomoção por terra, por ar ou por água;comércio [s de qualquer meio] de aparelhos de refrigeração;comércio [s de qualquer meio] de aparelhos de secagem;comércio [s de qualquer meio] de aparelhos de ventilação;comércio [s de qualquer meio] de s de ferragem;comércio [s de qualquer meio] de s de iluminação;comércio [s de qualquer meio] de s de joalheria;comércio [s de qualquer meio] de s de reloj",S
NOBEKO,25,agasalhos para as mãos;s de ;s de []; [];baby-doll;bermuda para prática de esporte;bermudas;biquíni;s [];boá [estola de plumas]; [ ];bonés;cachecóis;cachenês;s *;calção para ;calças compridas;calcinhas;calções de ;calções de [sungas];camisas;camisas de manga curta;camisas ds;camisetas;camisetas regata para a prática de esportes;camisola;canga;es [];carapuça [barrete cônico; gorro];casacos [jaquetas];ceroula;s []; [ ];s [pantufas];s [ ];s liga;s [];s -s [];s [];s postiços;s;s [ ]; [ ]; [];corpete,NOBUCO,25,"armações de s;s de ;s de []; [];bandagem elástica [];s []; [ ];s para s; esportivo; para uso profissional;s de madeira;s para snowboarding;s*;es [];s [];s de papel [];s de piaçava; [ ];s [ ];s [];s -s [];s [];s [ ]; [ ]; [];enxovais para recém-nascidos [];s [];s [];s para a [];s [s];s de carnaval [];s de carnaval [];forros s [ de ];s [];s []; [];s [];s [];s faciais [], exceto para fins médicos ou sanitários;mitras [s];s [];s []; []; ; descartável; para ;s de ;s de ;s de de ;s de ;s s com sensore",S
NODAN,35,"assessoria, consultoria e informação em gestão de negócios e comercialização de produtos sob contrato de franquia; franchising [sistema pelo qual empresa detentora de uma marca registrada, processo patenteado de produção ou direitos similares concede a outras empresas licença de utilização dessas marcas ou processos, sob certas condições ? administração de negócios]; gestão de franquia; assessoria, consultoria e informação ao consumidor sobre produtos e respectivos preços, através de websites, e",NORDIAN,9,receptores gnss/gps de posicionamento de precisão; antenas gnss/gps; aparelhos e instrumentos de navegação e posicionamento por satélite; dispositivos eletrônicos de comunicação de dados para uso em campo; gateways de conectividade; roteadores e modems para comunicação de dados; leitores [s de processamentos de dados];,S
NODAN,35,"assessoria, consultoria e informação em de negócios e ização de produtos sob contrato de franquia; franchising [sistema pelo qual empresa detentora de uma marca registrada, processo patenteado de produção ou direitos similares concede a outras empresas licença de utilização dessas marcas ou processos, sob certas condições ? administração de negócios]; de franquia; assessoria, consultoria e informação ao consumidor sobre produtos e respectivos preços, s de s, em conexão com comércio realizado pel",NORDIAN,35,"serviços de venda (varejo) via de receptores gnss/gps de posicionamento de precisão e antenas gnss; serviços de ização via de planos/assinaturas de dados de correção gnss e de acesso à para uso em campo; de assinaturas e faturamento de pacotes de dados; comércio [s de qualquer meio] de componentes eletrônicos, s de telefonia e comunicação, máquinas, s, partes e peças para uso ;",S
NODAN,35,"assessoria, consultoria e informação em gestão de negócios e comercialização de produtos sob contrato de franquia; franchising [sistema pelo qual empresa detentora de uma marca registrada, processo patenteado de produção ou direitos similares concede a outras empresas licença de utilização dessas marcas ou processos, sob certas condições ? administração de negócios]; gestão de franquia; assessoria, consultoria e informação ao consumidor sobre produtos e respectivos preços, através de websites, e",NORDIAN,38,"serviços de telecomunicações, incluindo transmissão de dados via e via satélite; de acesso à ; de dados de correção gnss em tempo real (rtk/ntrip/ppp-rtk) via ou via satélite; serviços de conectividade e transmissão de dados para operação de s gnss em campo;",S
ELORA,42,"assessoria, e informações sobre s s;composição [ em ];computação [serviços de informática];desenho de , inclusive para ; de ;serviços de em s s;serviços de ilustrações s, técnicas e simulações s de projeto; de computador para mapeamento de projeção de vídeos;",ELLERA,42,em de websites; de ; de ;serviços de em s s;,S
URAÍNET,38,"aluguel de aparelhos de s;aluguel de aparelhos de de mensagens;aluguel de caixas postais s para e-mail;aluguel de equipamentos de ;aluguel de modems;aluguel de tempo de a s globais de es;, e em ;bbs [serviços de ]; por s de ; por celular; por terminais de ; por ; a , , e de s de e ;fornecimento de mecanismos de busca para a obtenção, manutenção e distribuição de dados a partir de um banco de dados localizado em uma de es [ de a um website]; de []; de ; de a bancos de dados; de a lojas s []; de d",URUNET,38,", e em ; por s de ; a , , e de s de e ; de []; de ; de de para uma de es;serviços de para a de uma de um até uma de [];serviços de difusão sem fio [];serviços de geolocalização [serviços de ];serviços de e de ;serviços de telechamadas [, ou outros de ];serviços de ; [] de de por ;",S
DOGÃO067,43,serviços de bar;serviços de s [];serviços de ;serviços de s;serviços de s;serviços de s de ;serviços de casas de chás e sucos desde que incluídos nesta classe.;,DOGÃO,43,"assessoria, consultoria e informação relativa à produção de alimento;assessoria, consultoria e informação técnica em serviço de alimentação;cyber [fornecimento de comida e bebida];intermediação de serviços de fornecimento de comida e bebida materiais, por meio de um ambiente virtual;intermediação de serviços de fornecimento de comida e bebida, por meio de aplicativo;padaria [fornecimento de comidas e bebidas para consumo imediato];serviço de bufê;serviços de bar;serviços de s [];serviços de ;ser",S
LUNABELLE,25,alpercatas;botas *; esportivo;s *; [ comum];s [s];chuteiras;coturno;s;s *;,LUNAB,25,", incluindo roupa interior e exterior, exceto de proteção para fins especiais, a saber: calças, jaquetas, camisas, meias, cachecóis enquanto lenços de pescoço, xales, bandanas, cachecóis, cintos; s, s, s [s], s; chapelaria, bonés com viseira, boinas, bonés enquanto chapéus.",S
