ncl_a,ncl_b,sim_top5,sim_max,item_a_max,item_b_max
33,37,0.139233,0.164926,330003 Bebidas amargas [licor],370170 Reabastecimento de cilindros de gás usados para fazer bebidas gaseificadas
33,39,0.059166,0.149783,330041 Água de seltz alcoólica,390030 Distribuição de água
33,40,0.260995,0.339048,"330042 Bebidas alcoólicas de malte fermentadas, aromatizadas, exceto cervejas",400128 Produção de cervejas para terceiros
33,42,0.089639,0.208958,330041 Água de seltz alcoólica,420216 Análise da água
33,43,0.179452,0.192294,330003 Bebidas amargas [licor],430208 Serviços de crítica gastronômica [provimento de informações sobre alimentos e bebidas]
33,44,0.061756,0.186234,330031 Bebidas alcoólicas contendo frutas,440238 Aluguel de garrafas e recipientes contendo gás para fins medicinais
34,35,0.220422,0.235741,340035 Caixas de fósforos,350174 Aluguel de caixas registradoras
34,36,0.069391,0.110849,340008 Recipientes de gás para isqueiros para charutos,"360121 Avaliação financeira de custos de desenvolvimento relacionados com as indústrias de óleo, gás e mine"
34,37,0.228091,0.38363,340027 Pedras de isqueiro para fumantes,370108 Extração de pedras [pedreira]
34,39,0.313707,0.448567,340010 Pacotes de papéis para cigarros,390022 Embalagem de pacotes
34,40,0.20865,0.327633,340024 Papel de cigarro,400061 Tratamento para papel
34,41,0.235067,0.314545,340039 Cigarros eletrônicos,410233 Serviços de esportes eletrônicos
34,42,0.112844,0.236591,340037 Escarradeira para usuários de tabaco,420279 Serviços de autenticação de usuários utilizando tecnologia blockchain
34,43,0.063368,0.316839,340028 Ervas para fumar *,430201 Serviços de bares para fumar narguilé
34,44,0.205332,0.241279,340008 Recipientes de gás para isqueiros para charutos,440238 Aluguel de garrafas e recipientes contendo gás para fins medicinais
34,45,0.059276,0.067252,"340047 Sachês de nicotina como substituto do tabaco, exceto para fins medicinais",450202 Inspeção de fábricas para fins de segurança
35,36,0.831545,1.0,350012 Serviços de agências de emprego,360009 Serviços de agências de cobranças de dívidas
35,37,0.634837,0.704672,350170 Provimento de informações da lista telefônica,370104 Provimento de informações sobre construção
35,38,0.68287,0.783969,350012 Serviços de agências de emprego,380012 Serviços de agências de notícias
35,39,0.733433,0.78528,350170 Provimento de informações da lista telefônica,390108 Provimento de informações sobre rotas rodoviárias
35,40,0.492875,0.522014,350170 Provimento de informações da lista telefônica,400087 Provimento de informações sobre processamento de materiais
35,41,0.8227,1.0,350101 Serviços de layout para fins publicitários,"410187 Serviços de layout, exceto para fins publicitários"
35,42,0.692131,0.78528,350170 Provimento de informações da lista telefônica,420275 Provimento de informações geográficas
35,43,0.54057,0.60291,350012 Serviços de agências de emprego,"430004 Serviços de agências de acomodações [hotéis, pensões]"
35,44,0.480872,0.573575,350114 Serviços de intermediação comercial,440284 Serviços de pesca comercial
35,45,0.907327,1.0,350012 Serviços de agências de emprego,450112 Serviços de agências matrimoniais
36,37,0.60786,0.743236,360060 Provimento de informações sobre seguros,370104 Provimento de informações sobre construção
36,38,0.63617,0.783969,360009 Serviços de agências de cobranças de dívidas,380012 Serviços de agências de notícias
36,39,0.74318,0.828254,360060 Provimento de informações sobre seguros,390108 Provimento de informações sobre rotas rodoviárias
36,40,0.455557,0.550581,360060 Provimento de informações sobre seguros,400087 Provimento de informações sobre processamento de materiais
36,41,0.621838,0.697912,360060 Provimento de informações sobre seguros,410050 Provimento de informações sobre entretenimento [lazer]
36,42,0.692835,0.828254,360060 Provimento de informações sobre seguros,420275 Provimento de informações geográficas
36,43,0.606367,0.661815,360070 Fundos de pensão [aposentadoria],430066 Serviços de pensão
36,44,0.472786,0.503005,360038 Seguros de saúde,440212 Aconselhamento em questões de saúde
36,45,0.871353,1.0,360009 Serviços de agências de cobranças de dívidas,450112 Serviços de agências matrimoniais
37,38,0.572865,0.738073,370090 Aluguel de equipamentos de limpeza,380033 Aluguel de equipamentos de telecomunicação
37,39,0.833078,0.897352,370104 Provimento de informações sobre construção,390108 Provimento de informações sobre rotas rodoviárias
37,40,0.694206,0.851207,370126 Restauração de obras de arte,400084 Molduragem de obras de arte
37,41,0.787637,0.821816,370020 Aluguel de equipamento de construção,410198 Aluguel de equipamento de jogos
37,42,0.753136,0.897352,370104 Provimento de informações sobre construção,420275 Provimento de informações geográficas
37,43,0.603401,0.639414,370104 Provimento de informações sobre construção,430199 Provimento de informações e conselhos sobre preparação de refeições
37,44,0.755839,1.0,"370177 Fumigação para controle de pragas, exceto para agricultura, horticultura e silvicultura","440276 Fumigação para controle de pragas na agricultura, horticultura e silvicultura"
37,45,0.59884,0.759025,370125 Reparo de fechaduras de segurança,450033 Abertura de fechaduras de segurança
38,39,0.691397,0.817704,380027 Provimento de informações sobre telecomunicações,390108 Provimento de informações sobre rotas rodoviárias
38,40,0.582723,0.612079,380055 Aluguel de aparelhos smartphone,400119 Aluguel de aparelhos para aquecimento de ambientes
38,41,0.65228,0.689951,380012 Serviços de agências de notícias,410103 Serviços de reportagem de notícias
38,42,0.675325,0.817704,380027 Provimento de informações sobre telecomunicações,420275 Provimento de informações geográficas
38,43,0.683223,0.793027,380055 Aluguel de aparelhos smartphone,430190 Aluguel de aparelhos de cozimento
38,44,0.745685,0.833292,380055 Aluguel de aparelhos smartphone,440230 Aluguel de aparelhos para estilização de cabelos
38,45,0.694406,0.783969,380012 Serviços de agências de notícias,450112 Serviços de agências matrimoniais
39,40,0.640661,0.714458,390124 Coleta de lixo e resíduos domésticos e industriais,400106 Incineração de lixo e resíduos
39,41,0.792833,0.842631,390077 Provimento de informações sobre transportes,410050 Provimento de informações sobre entretenimento [lazer]
39,42,0.885609,1.0,390077 Provimento de informações sobre transportes,420275 Provimento de informações geográficas
39,43,0.67444,0.712556,390077 Provimento de informações sobre transportes,430199 Provimento de informações e conselhos sobre preparação de refeições
39,44,0.456032,0.60497,390138 Aluguel de robôs de entrega,440233 Aluguel de robôs cirúrgicos
39,45,0.75531,1.0,390079 Aluguel de roupas de mergulho atmosféricas,450276 Aluguel de roupas de mergulho*
40,41,0.74794,0.932083,400084 Molduragem de obras de arte,410212 Aluguel de obras de arte
40,42,0.62778,0.846851,400084 Molduragem de obras de arte,420132 Autenticação de obras de arte
40,43,0.52487,0.700142,400130 Pasteurização de alimentos e bebidas,430208 Serviços de crítica gastronômica [provimento de informações sobre alimentos e bebidas]
40,44,0.567315,0.616387,400104 Aluguel de geradores de eletricidade,440239 Aluguel de geradores de água hidrogenada para banhos
40,45,0.416656,0.488286,400063 Serviço de bordar,450227 Serviço de consultoria de estilo
41,42,0.768057,0.842631,410050 Provimento de informações sobre entretenimento [lazer],420275 Provimento de informações geográficas
41,43,0.698343,0.863755,410055 Colônia de férias,430145 Colônia de férias [alojamento]
41,44,0.708228,0.828177,410062 Provimento de instalações para museus,440248 Provimento de instalações de jardinagem comunitária
41,45,0.605005,0.74705,410088 Aluguel de câmeras de vídeo,450262 Aluguel de câmeras de vigilância por vídeo
42,43,0.593102,0.712556,420275 Provimento de informações geográficas,430199 Provimento de informações e conselhos sobre preparação de refeições
42,44,0.693719,0.745835,420297 Aluguel de microscópios científicos,440269 Aluguel de microscópios cirúrgicos
42,45,0.723621,0.744792,420242 Consultoria em segurança de dados,450117 Consultoria em segurança física
43,44,0.549758,0.660823,430190 Aluguel de aparelhos de cozimento,440230 Aluguel de aparelhos para estilização de cabelos
43,45,0.589161,0.893164,430200 Serviços de personal chef,450254 Serviços de personal shopping para terceiros
44,45,0.525814,0.632702,440237 Serviços de cuidados pós-natal,450197 Serviços de cuidados de moradias na ausência dos residentes [ing. house sitting]
